"Time =  0.000000E+00
   -0.497500000000E+00    0.698000000000E+00
   -0.492500000000E+00    0.698000000000E+00
   -0.487500000000E+00    0.698000000000E+00
   -0.482500000000E+00    0.698000000000E+00
   -0.477500000000E+00    0.698000000000E+00
   -0.472500000000E+00    0.698000000000E+00
   -0.467500000000E+00    0.698000000000E+00
   -0.462500000000E+00    0.698000000000E+00
   -0.457500000000E+00    0.698000000000E+00
   -0.452500000000E+00    0.698000000000E+00
   -0.447500000000E+00    0.698000000000E+00
   -0.442500000000E+00    0.698000000000E+00
   -0.437500000000E+00    0.698000000000E+00
   -0.432500000000E+00    0.698000000000E+00
   -0.427500000000E+00    0.698000000000E+00
   -0.422500000000E+00    0.698000000000E+00
   -0.417500000000E+00    0.698000000000E+00
   -0.412500000000E+00    0.698000000000E+00
   -0.407500000000E+00    0.698000000000E+00
   -0.402500000000E+00    0.698000000000E+00
   -0.397500000000E+00    0.698000000000E+00
   -0.392500000000E+00    0.698000000000E+00
   -0.387500000000E+00    0.698000000000E+00
   -0.382500000000E+00    0.698000000000E+00
   -0.377500000000E+00    0.698000000000E+00
   -0.372500000000E+00    0.698000000000E+00
   -0.367500000000E+00    0.698000000000E+00
   -0.362500000000E+00    0.698000000000E+00
   -0.357500000000E+00    0.698000000000E+00
   -0.352500000000E+00    0.698000000000E+00
   -0.347500000000E+00    0.698000000000E+00
   -0.342500000000E+00    0.698000000000E+00
   -0.337500000000E+00    0.698000000000E+00
   -0.332500000000E+00    0.698000000000E+00
   -0.327500000000E+00    0.698000000000E+00
   -0.322500000000E+00    0.698000000000E+00
   -0.317500000000E+00    0.698000000000E+00
   -0.312500000000E+00    0.698000000000E+00
   -0.307500000000E+00    0.698000000000E+00
   -0.302500000000E+00    0.698000000000E+00
   -0.297500000000E+00    0.698000000000E+00
   -0.292500000000E+00    0.698000000000E+00
   -0.287500000000E+00    0.698000000000E+00
   -0.282500000000E+00    0.698000000000E+00
   -0.277500000000E+00    0.698000000000E+00
   -0.272500000000E+00    0.698000000000E+00
   -0.267500000000E+00    0.698000000000E+00
   -0.262500000000E+00    0.698000000000E+00
   -0.257500000000E+00    0.698000000000E+00
   -0.252500000000E+00    0.698000000000E+00
   -0.247500000000E+00    0.698000000000E+00
   -0.242500000000E+00    0.698000000000E+00
   -0.237500000000E+00    0.698000000000E+00
   -0.232500000000E+00    0.698000000000E+00
   -0.227500000000E+00    0.698000000000E+00
   -0.222500000000E+00    0.698000000000E+00
   -0.217500000000E+00    0.698000000000E+00
   -0.212500000000E+00    0.698000000000E+00
   -0.207500000000E+00    0.698000000000E+00
   -0.202500000000E+00    0.698000000000E+00
   -0.197500000000E+00    0.698000000000E+00
